Geography,Transmission,Disease Type,Symptoms,Disease Name,ICD Code, Disease Group
South Asia,"waterborne, fecal-oral, poor sanitation",bacterial,"profuse diarrhea, dehydration, shock, vomiting, rapid heart rate, low blood pressure",Cholera,A00,Intestinal Infectious Diseases
Global/Developing Nations,"contaminated food, poor hygiene, fecal-oral",bacterial,"sustained high fever, headache, abdominal pain, rose spots, malaise, constipation",Typhoid Fever,A01,Intestinal Infectious Diseases
Americas,"contaminated food, poultry, pet reptiles",bacterial,"diarrhea, abdominal cramps, fever, vomiting, nausea, bloody stool",Other salmonella infections,A02,Intestinal Infectious Diseases
Sub-Saharan Africa,"fecal-oral, direct contact, waterborne",bacterial,"bloody diarrhea, abdominal cramps, fever, tenesmus, dehydration, vomiting",Shigellosis,A03,Intestinal Infectious Diseases
Global,"ingestion, contaminated food, poor cooking",bacterial,"diarrhea, cramping, nausea, vomiting, fever, abdominal tenderness",Other bacterial intestinal infections,A04,Intestinal Infectious Diseases
Global,"toxins, improper storage, raw foods",bacterial,"rapid onset, nausea, vomiting, abdominal pain, dizziness, weakness",Other bacterial food poisoning,A05,Intestinal Infectious Diseases
Indian Subcontinent,"contaminated water, fecal-oral, poor sanitation",parasitic,"bloody diarrhea, stomach pain, fever, fatigue, weight loss, liver abscess",Amoebiasis,A06,Intestinal Infectious Diseases
Americas/Europe,"waterborne, direct contact, host-to-host",parasitic,"watery diarrhea, bloating, gas, cramps, greasy stools, weight loss",Other protozoal intestinal diseases,A07,Intestinal Infectious Diseases
Global,"airborne droplets, fecal-oral, fomites",viral,"vomiting, watery diarrhea, low-grade fever, abdominal cramps, nausea, muscle aches",Viral and other specified intestinal infections,A08,Intestinal Infectious Diseases
Global,"fecal-oral, contact, contaminated food",viral,"diarrhea, vomiting, dehydration, abdominal discomfort, fever, loss of appetite","Infectious gastroenteritis and colitis, unspecified",A09,Intestinal Infectious Diseases
Southeast Asia,"airborne droplets, prolonged contact, coughing",bacterial,"chronic cough, chest pain, fever, night sweats, weight loss, fatigue",Respiratory tuberculosis confirmed,A15,Tuberculosis
Southeast Asia,"airborne droplets, prolonged contact, coughing",bacterial,"chronic cough, chest pain, fever, night sweats, weight loss, fatigue",Respiratory tuberculosis not confirmed,A16,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"severe headache, neck stiffness, confusion, vision changes, fever, seizures",Tuberculosis of nervous system,A17,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"local pain, fever, organ dysfunction, weight loss, fatigue, swollen glands",Tuberculosis of other organs,A18,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"high fever, chills, weakness, breathing issues, enlarged spleen, skin lesions",Miliary tuberculosis,A19,Tuberculosis
Central Asia,"flea bites, rodent contact, airborne",bacterial,"sudden fever, chills, headache, painful lymph nodes (buboes), weakness, coughing",Plague,A20,Certain Zootonic Bacterial Diseases
North America,"insect bites, handling animals, inhalation",bacterial,"fever, skin ulcer, swollen lymph nodes, headache, joint pain, nausea",Tularemia,A21,Certain Zootonic Bacterial Diseases
Global/Agricultural,"spores, contact with animals, contaminated products",bacterial,"skin sore, fever, chills, nausea, headache, difficulty breathing",Anthrax,A22,Certain Zootonic Bacterial Diseases
Mediterranean/Middle East,"unpasteurized dairy, animal contact, inhalation",bacterial,"undulating fever, joint pain, sweating, fatigue, back pain, loss of appetite",Brucellosis,A23,Certain Zootonic Bacterial Diseases
Southeast Asia,"contaminated water, soil contact, inhalation",bacterial,"fever, muscle aches, chest pain, coughing, lung nodules, abscesses",Glanders and melioidosis,A24,Certain Zootonic Bacterial Diseases
Asia,"rat bite, rodent urine, contaminated food",bacterial,"fever, chills, vomiting, joint pain, rash, muscle aches",Rat-bite fever,A25,Certain Zootonic Bacterial Diseases
Global/Occupational,"handling infected meat, skin puncture, cuts",bacterial,"purple skin lesion, fever, joint pain, swollen lymph nodes, general illness, headache",Erysipeloid,A26,Certain Zootonic Bacterial Diseases
Southeast Asia,"contaminated water, animal urine, skin contact",bacterial,"high fever, headache, muscle aches, jaundice, vomiting, red eyes",Leptospirosis,A27,Certain Zootonic Bacterial Diseases
Global,"animal contact, bites, environmental",bacterial,"fever, localized swelling, headache, general weakness, nausea, joint pain",Other zoonotic bacterial diseases,A28,Certain Zootonic Bacterial Diseases
South America,"airborne droplets, close contact, prolonged exposure",bacterial,"skin lesions, nerve damage, muscle weakness, sensory loss, eye problems, nosebleeds",Leprosy [Hansen's disease],A30,Other Bacterial Diseases
Global/Immunocompromised,"environmental, soil contact, aerosols",bacterial,"lung disease, swollen lymph nodes, skin ulcers, fever, weight loss, fatigue",Infection due to other mycobacteria,A31,Other Bacterial Diseases
Global,"contaminated food, raw dairy, soil",bacterial,"fever, muscle aches, diarrhea, stiff neck, confusion, convulsions",Listeriosis,A32,Other Bacterial Diseases
Developing Nations,"non-sterile delivery, umbilical cord infection",bacterial,"muscle spasms, difficulty feeding, irritability, lockjaw, arching of back, seizures",Tetanus neonatorum,A33,Other Bacterial Diseases
Developing Nations,"non-sterile birth, wound infection",bacterial,"muscle spasms, lockjaw, stiff neck, fever, irritability, sweating",Obstetrical tetanus,A34,Other Bacterial Diseases
Global/Unvaccinated,"deep puncture wound, soil contamination",bacterial,"muscle spasms, lockjaw, stiff neck, headache, fever, excessive sweating",Other tetanus,A35,Other Bacterial Diseases
Global/Unvaccinated,"airborne droplets, direct contact, fomites",bacterial,"sore throat, fever, swollen neck glands, difficulty breathing, bluish skin, nasal discharge",Diphtheria,A36,Other Bacterial Diseases
Global/Infants,"airborne droplets, direct contact, coughing",bacterial,"severe coughing fits, vomiting after cough, ""whoop"" sound, runny nose, fatigue, apnea",Whooping cough,A37,Other Bacterial Diseases
Global,"airborne droplets, direct contact, saliva",bacterial,"sore throat, high fever, bright red rash, strawberry tongue, headache, chills",Scarlet fever,A38,Other Bacterial Diseases
Sub-Saharan Africa,"airborne droplets, saliva, close contact",bacterial,"sudden fever, stiff neck, severe headache, photophobia, rash, confusion",Meningococcal infection,A39,Other Bacterial Diseases
Global,"contact, wounds, bloodstream",bacterial,"high fever, shaking chills, rapid heart rate, confusion, low blood pressure, rapid breathing",Streptococcal septicaemia,A40,Other Bacterial Diseases
Global,"contact, wounds, bloodstream",bacterial,"high fever, shaking chills, rapid heart rate, confusion, low blood pressure, rapid breathing",Other septicaemia,A41,Other Bacterial Diseases
Global,"normal flora, dental procedure, trauma",bacterial,"painful swelling, abscesses, draining sinus tracts, fever, weight loss, fatigue",Actinomycosis,A42,Other Bacterial Diseases
Global/Immunocompromised,"inhalation, soil contact, skin trauma",bacterial,"persistent cough, chest pain, fever, shortness of breath, skin lesions, weight loss",Nocardiosis,A43,Other Bacterial Diseases
South America,"sandfly bite, cat scratch, lice",bacterial,"fever, headache, fatigue, swollen glands, skin lesions, body aches",Bartonellosis,A44,Other Bacterial Diseases
Global,"skin break, open wound, direct contact",bacterial,"bright red skin rash, raised border, fever, chills, headache, general malaise",Erysipelas,A46,Other Bacterial Diseases
Global,"various, contact, inhalation",bacterial,"fever, localized symptoms, headache, fatigue, inflammation, body aches","Other bacterial diseases, not elsewhere classified",A48,Other Bacterial Diseases
Global,"various, unknown source",bacterial,"fever, inflammation, fatigue, chills, body aches, localized pain",Bacterial infection of unspecified site,A49,Other Bacterial Diseases
Global,"mother-to-child, vertical transmission",bacterial,"rash, runny nose, hepatosplenomegaly, bone deformities, anemia, jaundice",Congenital syphilis,A50,STDs
Global,"sexual contact, direct contact",bacterial,"painless chancre, rash, swollen lymph nodes, fever, sore throat, hair loss",Early syphilis,A51,STDs
Global,"sexual contact, direct contact",bacterial,"neurological damage, heart problems, gummas, blindness, dementia, paralysis",Late syphilis,A52,STDs
Global,"sexual contact, direct contact",bacterial,"varied, non-specific symptoms, fever, malaise, rash, headache, muscle pain",Other and unspecified syphilis,A53,STDs
Global,"sexual contact, mother-to-child",bacterial,"painful urination, discharge, abdominal pain, fever, joint swelling, sore throat",Gonococcal infection,A54,STDs
"Africa, Asia, S America","sexual contact, direct contact",bacterial,"swollen lymph nodes, fever, joint pain, headache, rectal pain, genital ulcers",Chlamydial lymphogranuloma (venereum),A55,STDs
Global,"sexual contact, mother-to-child",bacterial,"painful urination, discharge, abdominal pain, testicular pain, rectal pain, sore throat",Other sexually transmitted chlamydial diseases,A56,STDs
"Africa, Asia","sexual contact, direct contact",bacterial,"painful genital ulcer, swollen lymph nodes, fever, pus discharge, burning sensation, headache",Chancroid,A57,STDs
Developing Countries,"sexual contact, direct contact",bacterial,"progressive genital ulcers, bleeding, swelling, pain, lack of lymph node involvement",Granuloma inguinale,A58,STDs
Global,"sexual contact, direct contact, fomites",parasitic,"discharge, itching, painful urination, abdominal pain, foul odor, spotting",Trichomoniasis,A59,STDs
Global,"sexual contact, direct contact, skin-to-skin",viral,"painful blisters, ulcers, itching, flu-like symptoms, lymph node swelling, painful urination",Anogenital herpesviral infection,A60,STDs
Global,"sexual contact, direct contact",bacterial,"genital lesions, discharge, pain, itching, swelling, fever","Other predominantly sexually transmitted diseases, NEC",A63,STDs
Global,"sexual contact, unknown",viral,"discharge, pain, itching, rash, fever, malaise",Unspecified sexually transmitted disease,A64,STDs
"Africa, Middle East","non-sexual contact, oral contact, direct contact",bacterial,"skin lesions, bone damage, gummas, painless ulcers, nerve deafness, eye inflammation",Nonvenereal syphilis,A65,Other spirochaetal diseases
"Africa, Southeast Asia","skin contact, direct contact, non-sexual contact",bacterial,"painless skin nodules, bone pain, joint swelling, skin ulcers, fever, rash",Yaws,A66,Other spirochaetal diseases
Latin America,"skin contact, direct contact",bacterial,"initial skin lesion, white skin patches, hyperpigmentation, itching, rash, scaling",Pinta (carate),A67,Other spirochaetal diseases
"Africa, Asia","tick vector, louse vector, direct contact",bacterial,"recurring high fever, headache, muscle aches, nausea, rash, vomiting",Relapsing fevers,A68,Other spirochaetal diseases
Global,"tick bite, animal contact, direct contact",bacterial,"fever, rash, joint pain, headache, fatigue, neurological symptoms",Other spirochaetal infections,A69,Other spirochaetal diseases
Global/Birds,"avian aerosols, bird droppings, inhalation",bacterial,"fever, headache, dry cough, chest pain, muscle aches, chills",Infection due to Chlamydia psittaci,A70,Other diseases caused by clamydiae
"Africa, Middle East","eye discharge, direct contact, flies",bacterial,"painful eyes, inflammation, discharge, in-turned eyelashes, blurred vision, scarring",Trachoma,A71,Other diseases caused by clamydiae
Global,"various, contact, aerosols",bacterial,"fever, localized inflammation, headache, body aches, joint pain, fatigue",Other diseases caused by Chlamydiae,A74,Other diseases caused by clamydiae
Global/Poverty Areas,"louse vector, flea vector, body fluids",bacterial,"high fever, severe headache, rash, muscle aches, chills, confusion",Typhus fever,A75,Rickettsioses
Global/Americas,"tick vector, animal contact, insect bites",bacterial,"fever, headache, rash, muscle pain, nausea, vomiting",Spotted fever [rickettsioses],A77,Rickettsioses
Global/Livestock,"inhalation, contaminated milk, animal contact",bacterial,"high fever, severe headache, dry cough, chest pain, fatigue, night sweats",Q fever,A78,Rickettsioses
Global,"insect vector, animal contact",bacterial,"fever, rash, headache, muscle aches, malaise, chills",Other rickettsioses,A79,Rickettsioses
"Asia, Africa","fecal-oral, direct contact, waterborne",viral,"fever, fatigue, vomiting, stiff neck, muscle weakness, paralysis",Acute poliomyelitis,A80
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Bus occupant injured in collision with two- or three-wheeled motor vehicle,V72
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']","Bus occupant injured in collision with car, pick-up truck or van",V73
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Multiple trauma', 'Fracture', 'Internal bleeding', 'Head injury', 'Laceration', 'Spinal injury']",Bus occupant injured in collision with heavy transport vehicle or bus,V74
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Multiple trauma', 'Fracture', 'Internal bleeding', 'Head injury', 'Laceration', 'Spinal injury']",Bus occupant injured in collision with railway train or railway vehicle,V75
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Bus occupant injured in collision with other nonmotor vehicle,V76
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Bus occupant injured in collision with fixed or stationary object,V77
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Bus occupant injured in noncollision transport accident,V78
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Bus occupant injured in other and unspecified transport accidents,V79
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Animal-rider or occupant of animal-drawn vehicle injured in transport accident,V80
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Multiple trauma', 'Fracture', 'Internal bleeding', 'Head injury', 'Laceration', 'Spinal injury']",Occupant of railway train or railway vehicle injured in transport accident,V81
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Occupant of streetcar injured in transport accident,V82
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Occupant of special vehicle mainly used on industrial premises injured in transport accident,V83
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Occupant of special vehicle mainly used in agriculture injured in transport accident,V84
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']",Occupant of special construction vehicle injured in transport accident,V85
Global,"['Collision', 'Physical impact', 'Kinetic energy transfer']",Injury/Trauma,"['Fracture', 'Laceration', 'Contusion', 'Abrasion', 'Concussion', 'Internal injury']","Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",V86
Global,"['Physical impact', 'Trauma', 'Unspecified event']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Traffic accident of specified type but victim's mode of transport unknown,V87
Global,"['Physical impact', 'Trauma', 'Unspecified event']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Nontraffic accident of specified type but victim's mode of transport unknown,V88
Global,"['Physical impact', 'Trauma', 'Unspecified event']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']","Motor- or nonmotor-vehicle accident, type of vehicle unspecified",V89
Global,"['Submersion', 'Impact', 'Environmental exposure']",Injury/Trauma,"['Asphyxiation', 'Hypoxia', 'Water inhalation', 'Hypothermia', 'Cardiac arrest', 'Loss of consciousness']",Drowning and submersion due to accident to watercraft,V90
Global,"['Submersion', 'Impact', 'Environmental exposure']",Injury/Trauma,"['Fracture', 'Laceration', 'Hypothermia', 'Contusion', 'Head injury', 'Sprain']",Other injury due to accident to watercraft,V91
Global,"['Submersion', 'Impact', 'Environmental exposure']",Injury/Trauma,"['Asphyxiation', 'Hypoxia', 'Water inhalation', 'Hypothermia', 'Cardiac arrest', 'Loss of consciousness']",Drowning and submersion due to fall overboard,V92
Global,"['Submersion', 'Impact', 'Environmental exposure']",Injury/Trauma,"['Fracture', 'Laceration', 'Hypothermia', 'Contusion', 'Head injury', 'Sprain']","Accident on board watercraft without accident to watercraft, not causing drowning and submersion",V93
Global,"['Submersion', 'Impact', 'Environmental exposure']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Other and unspecified water transport accidents,V94
Global,"['High-velocity impact', 'Deceleration trauma', 'Gravitational force']",Injury/Trauma,"['Multiple trauma', 'Fracture', 'Internal bleeding', 'Head injury', 'Laceration', 'Spinal injury']",Accident to powered aircraft causing injury to occupant,V95
Global,"['High-velocity impact', 'Deceleration trauma', 'Gravitational force']",Injury/Trauma,"['Multiple trauma', 'Fracture', 'Internal bleeding', 'Head injury', 'Laceration', 'Spinal injury']",Accident to nonpowered aircraft causing injury to occupant,V96
Global,"['High-velocity impact', 'Deceleration trauma', 'Gravitational force']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Other specified air transport accidents,V97
Global,"['Physical impact', 'Trauma', 'Unspecified event']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Other specified transport accidents,V98
Global,"['Physical impact', 'Trauma', 'Unspecified event']",Injury/Trauma,"['Trauma (unspecified)', 'Pain', 'Laceration', 'Fracture', 'Head injury', 'Contusion']",Unspecified transport accident,V99
Cold climates / Outdoors,"['Slippery surface', 'Loss of balance', 'Weather condition']",Blunt trauma / Fall,"['Fracture', 'Contusion', 'Sprain', 'Head injury', 'Laceration', 'Back pain']",Fall on same level involving ice and snow,W00
Worldwide / Indoors & Outdoors,"['Slippery surface', 'Uneven ground', 'Loss of balance']",Blunt trauma / Fall,"['Sprain', 'Fracture', 'Contusion', 'Laceration', 'Head injury', 'Hip fracture']","Fall on same level from slip, trip and stumble",W01
Worldwide / Recreational areas,"['Recreational activity', 'Loss of balance', 'Equipment failure']",Blunt trauma / Fall,"['Fracture (wrist/ankle)', 'Sprain', 'Head injury (concussion)', 'Contusion', 'Laceration', 'Joint dislocation']","Fall involving ice-skates, skis, roller-skates or skateboards",W02
Worldwide / Public spaces,"['Collision with person', 'Pushing', 'Loss of balance']",Blunt trauma / Fall,"['Contusion', 'Fracture', 'Sprain', 'Laceration', 'Minor head injury', 'Fall-related injury']","Other fall on same level due to collision with, or pushing by, another person",W03
Worldwide / Healthcare / Residential,"['Mobility equipment', 'Loss of balance', 'Transferring patient']",Blunt trauma / Fall,"['Hip fracture', 'Contusion', 'Laceration', 'Head injury', 'Fracture', 'Sprain']",Fall while being carried or supported by other persons,W04
Worldwide / Healthcare / Residential,"['Mobility equipment failure', 'Loss of balance', 'Improper use']",Blunt trauma / Fall,"['Fracture', 'Contusion', 'Head injury', 'Sprain', 'Laceration', 'Injury (elderly)']",Fall involving wheelchair,W05
Worldwide / Residential / Healthcare,"['Loss of balance', 'Transferring', 'Weakness']",Blunt trauma / Fall,"['Hip fracture', 'Contusion', 'Head injury', 'Fracture', 'Laceration', 'Back injury']",Fall involving bed,W06
Worldwide / Residential,"['Loss of balance', 'Transferring', 'Weakness']",Blunt trauma / Fall,"['Contusion', 'Fracture', 'Head injury', 'Laceration', 'Sprain', 'Joint injury']",Fall involving chair,W07
Worldwide / Residential,"['Loss of balance', 'Transferring', 'Slippery surface']",Blunt trauma / Fall,"['Fracture', 'Contusion', 'Head injury', 'Laceration', 'Sprain', 'Back injury']",Fall involving other furniture,W08
Worldwide / Recreational areas,"['Recreational activity', 'Equipment failure', 'Loss of balance']",Blunt trauma / Fall,"['Fracture', 'Head injury (concussion)', 'Sprain', 'Contusion', 'Laceration', 'Internal injury']",Fall involving playground equipment,W09
Worldwide / Indoors & Outdoors,"['Loss of balance', 'Slipping', 'Misstep']",Blunt trauma / Fall,"['Ankle fracture', 'Wrist fracture', 'Head injury (concussion)', 'Contusion', 'Back injury', 'Sprain']",Fall on and from stairs and steps,W10
Worldwide / Industrial / Residential,"['Loss of balance', 'Equipment failure', 'Improper use']",Blunt trauma / Fall from height,"['Fracture (extremity)', 'Spinal injury', 'Head injury', 'Internal injury', 'Contusion', 'Death']",Fall on and from ladder,W11
Worldwide / Industrial / Construction,"['Loss of balance', 'Equipment failure', 'Lack of safety harness']",Blunt trauma / Fall from height,"['Severe fracture', 'Spinal cord injury', 'Traumatic brain injury', 'Internal bleeding', 'Polytrauma', 'Death']",Fall on and from scaffolding,W12
Worldwide / Industrial / Residential,"['Structural failure', 'Loss of balance', 'Construction work']",Blunt trauma / Fall from height,"['Multiple fractures', 'Traumatic brain injury', 'Spinal injury', 'Internal injury', 'Pelvic fracture', 'Death']","Fall from, out of or through building or structure",W13
Worldwide / Outdoors / Recreational,"['Loss of balance', 'Recreational activity', 'Misstep']",Blunt trauma / Fall from height,"['Fracture (ankle/leg)', 'Sprain', 'Head injury', 'Contusion', 'Back injury', 'Laceration']",Fall from tree,W14
Worldwide / Outdoors,"['Loss of balance', 'Uneven terrain', 'Recreational activity (hiking)']",Blunt trauma / Fall from height,"['Severe fracture', 'Head injury', 'Spinal injury', 'Internal injury', 'Multiple contusions', 'Death']",Fall from cliff,W15
Worldwide / Industrial / Residential,"['Loss of balance', 'Entering/exiting', 'Structural failure']",Blunt trauma / Fall into hole,"['Fracture', 'Contusion', 'Head injury', 'Sprain', 'Crush injury', 'Laceration']","Fall into, or striking against, hole, shaft or other opening in surface",W16
Worldwide / Recreational / Transport,"['Loss of balance', 'Sudden stop', 'Jumping']",Blunt trauma / Fall,"['Fracture', 'Head injury', 'Contusion', 'Internal injury', 'Laceration', 'Sprain']",Other fall from one level to another,W17
Worldwide / Indoors & Outdoors,"['Loss of balance', 'Tripping', 'Misstep']",Blunt trauma / Fall,"['Fracture (wrist/hip)', 'Contusion', 'Sprain', 'Head injury', 'Laceration', 'Joint dislocation']",Other fall on same level,W18
Worldwide / Indoors & Outdoors,"['Loss of balance', 'Unknown cause', 'Unwitnessed event']",Blunt trauma / Fall,"['Fracture', 'Head injury', 'Contusion', 'Sprain', 'Laceration', 'Internal injury']",Unspecified fall,W19
Worldwide / Industrial / Outdoors,"['Falling object', 'Projected object', 'Gravity']",Impact trauma / Blunt or Penetrating,"['Head injury (concussion)', 'Fracture', 'Laceration', 'Contusion', 'Eye injury', 'Internal injury']","Struck by thrown, projected or falling object",W20
Worldwide / Recreational areas,"['Sporting activity', 'Collision', 'Improper use']",Impact trauma / Blunt,"['Contusion', 'Fracture', 'Sprain', 'Head injury (concussion)', 'Laceration', 'Joint dislocation']",Striking against or struck by sports equipment,W21
Worldwide / Indoors & Outdoors,"['Collision', 'Misjudging space', 'Walking into object']",Impact trauma / Blunt,"['Contusion', 'Laceration', 'Fracture (e.g., toe)', 'Head injury (minor)', 'Sprain', 'Bruising']",Striking against or struck by other objects,W22
Worldwide / Industrial / Home,"['Caught in machinery', 'Hair entanglement', 'Clothing entanglement']",Crush injury / Avulsion / Amputation,"['Avulsion (scalp)', 'Amputation (finger/limb)', 'Laceration', 'Fracture', 'Crush syndrome', 'Degloving injury']","Caught, crushed, jammed or pinched in or between objects",W23
Worldwide / Industrial / Home,"['Contact with sharp edge', 'Handling object', 'Accident']",Penetrating trauma / Laceration,"['Laceration', 'Bleeding', 'Tendon damage', 'Nerve damage', 'Infection risk', 'Puncture wound']","Contact with lifting and transmission devices, not elsewhere classified",W24
Worldwide / Residential / Industrial,"['Contact with sharp object', 'Improper handling', 'Breakage']",Penetrating trauma / Laceration,"['Laceration', 'Bleeding', 'Puncture wound', 'Tendon damage', 'Nerve damage', 'Infection risk']",Contact with sharp glass,W25
Worldwide / Residential / Industrial,"['Contact with sharp object', 'Tool use', 'Kitchen accident']",Penetrating trauma / Laceration,"['Laceration (finger/hand)', 'Bleeding', 'Puncture wound', 'Tendon injury', 'Nerve injury', 'Infection risk']","Contact with knife, sword or dagger",W26
Worldwide / Industrial / Home,"['Contact with sharp object', 'Tool use', 'Gardening']",Penetrating trauma / Laceration,"['Laceration', 'Puncture wound', 'Bleeding', 'Tendon injury', 'Infection risk', 'Amputation (finger)']",Contact with non-powered hand tools,W27
Worldwide / Industrial / Home,"['Contact with moving part', 'Tool use', 'Gardening']",Trauma / Laceration / Amputation,"['Laceration', 'Amputation (finger/toe)', 'Fracture', 'Bleeding', 'Avulsion', 'Crush injury']",Contact with lawn-mower,W28
Worldwide / Industrial / Home,"['Contact with moving part', 'Tool use', 'Workshop accident']",Trauma / Laceration / Amputation,"['Laceration', 'Amputation (finger)', 'Puncture wound', 'Bleeding', 'Fracture', 'Eye injury (projectile)']",Contact with other powered hand tools and household machinery,W29
Worldwide / Industrial / Farm,"['Contact with moving part', 'Occupational hazard', 'Entanglement']",Trauma / Crush / Amputation,"['Amputation (limb)', 'Crush injury', 'Severe laceration', 'Fracture', 'Degloving injury', 'Polytrauma']",Contact with agricultural machinery,W30
Worldwide / Industrial,"['Contact with moving part', 'Occupational hazard', 'Entanglement']",Trauma / Crush / Amputation,"['Amputation (finger/limb)', 'Crush injury', 'Severe laceration', 'Fracture', 'Avulsion', 'Polytrauma']",Contact with other and unspecified machinery,W31
Worldwide,"['Equipment failure', 'Overpressure', 'Malfunction']",Penetrating trauma / Blast injury,"['Laceration', 'Puncture wound', 'Burn', 'Fracture', 'Foreign body', 'Tinnitus']",Accidental non-explosive rupture of firearm,W32
Worldwide,"['Accidental discharge', 'Improper handling', 'Hunting accident']",Penetrating trauma / Gunshot wound,"['Gunshot wound', 'Severe bleeding', 'Internal injury', 'Fracture', 'Shock', 'Death']","Accidental rifle, shotgun and larger firearm discharge",W33
Worldwide,"['Accidental discharge', 'Improper handling', 'Cleaning firearm']",Penetrating trauma / Gunshot wound,"['Gunshot wound', 'Bleeding', 'Internal injury', 'Fracture', 'Nerve damage', 'Shock']",Accidental discharge from other and unspecified firearms,W34
Worldwide / Industrial / Home,"['Explosion', 'Chemical reaction', 'Overpressure']",Blast injury / Burn / Trauma,"['Burn', 'Laceration', 'Fracture', 'Tinnitus', 'Puncture wound (shrapnel)', 'Internal injury']",Explosion and rupture of boiler,W35
Worldwide / Industrial / Home,"['Explosion', 'Overpressure', 'Equipment failure']",Blast injury / Burn / Trauma,"['Burn', 'Laceration', 'Fracture', 'Eye injury', 'Tinnitus', 'Contusion']",Explosion and rupture of gas cylinder,W36
Worldwide / Home / Automotive,"['Explosion', 'Overpressure', 'Equipment failure']",Blast injury / Burn / Chemical,"['Burn (thermal/chemical)', 'Laceration', 'Fracture', 'Eye injury', 'Contusion', 'Hearing loss']","Explosion and rupture of pressurized tire, pipe or hose",W37
Worldwide / Industrial / Home,"['Explosion', 'Overpressure', 'Malfunction']",Blast injury / Burn / Trauma,"['Burn', 'Laceration (shrapnel)', 'Fracture', 'Tinnitus', 'Contusion', 'Internal injury']",Explosion and rupture of other specified pressurized devices,W38
Worldwide / Recreational,"['Explosion', 'Improper handling', 'Malfunction']",Blast injury / Burn / Amputation,"['Burn (hand/face)', 'Amputation (finger)', 'Laceration', 'Eye injury', 'Tinnitus', 'Fracture']",Accidental discharge of fireworks,W39
Worldwide / Industrial / Military,"['Explosion', 'Occupational hazard', 'Accident']",Blast injury / Polytrauma,"['Polytrauma', 'Amputation (limb)', 'Severe burns', 'Internal injury', 'Tinnitus / Hearing loss', 'Traumatic brain injury']",Explosion of blasting materials,W40
Worldwide / Industrial / Home,"['Explosion', 'Chemical reaction', 'Improper storage']",Blast injury / Burn / Chemical,"['Burn (chemical/thermal)', 'Laceration', 'Eye injury', 'Respiratory distress', 'Fracture', 'Tinnitus']",Explosion of other materials,W41
